,end_to_end_latency,throughput,cpu_usage,number_of_streams,number_of_users,ping,bandwidth,instantiation_time,time_to_connect,time_to_deploy_new_instance,mem_usage
235,2598.053,4.16E+09,20639.22,7192.955,1818.734,6727162,18460885,11.05812,4345.68,4147.091,4.18E+14
236,9062.156,6.14E+10,4333.342,10392.86,10971.07,13988672,543666.5,11.77175,4740.742,14566.66,4.87E+21
237,7567.372,1.43E+08,11525.8,9517.675,2874.773,11755466,5961633,11.63474,737.4487,12164.8,6.07E+21
238,4407.055,5.72E+09,31226.87,11076.6,777.3621,15935742,47987857,8.546365,5293.828,7067.334,4.72E+22
239,7576.811,3.62E+11,39714.86,11117.63,11601.76,16045985,20689817,9.212595,3779.425,12147.52,2.35E+23
240,9383.677,6.83E+11,36543.03,10379.19,4444.165,13980994,23676936,9.775096,7308.643,15085.04,8.09E+18
241,2003.811,5.54E+11,28010.37,9695.447,11293.75,12188580,9423716,12.50513,11035.39,3213.995,9.67E+22
242,10242.52,1.66E+10,28859.17,1654.653,6541.576,360521.8,25702164,6.182337,8981.072,16467.41,5.03E+22
243,5447.692,4.71E+11,9515.484,8081.819,8492.315,8455563,9726085,6.810416,12352.27,8743.449,9.90E+22
244,1584.952,1.30E+12,10989.71,13469.7,14007.19,23445413,6091331,9.480549,4688.067,2540.093,2.28E+21
245,1483.964,8.26E+11,25419.3,13032.1,8712.323,21940629,18864014,7.327916,6992.594,2367.298,1.93E+23
246,10544.9,1.25E+11,32165.02,3842.624,5720.212,1932378,12302131,10.86727,2883.951,16933.95,1.42E+22
247,8471.113,3.94E+09,42842.01,601.6921,6834.92,51639.77,39249797,7.627184,3002.47,13616.28,1.57E+22
248,3867.68,5.86E+10,23632.35,12895.36,12159.12,21493533,14421841,10.559,763.7862,6203.356,4.57E+21
249,2850.019,3.44E+09,36319.66,3692.201,8844.328,1773582,53723608,9.556369,6202.47,4561.8,1.57E+20
250,2568.406,2.33E+10,11615.14,615.3669,3505.463,51073.01,11060457,12.32242,184.3622,4095.252,1.41E+22
251,7192.521,1.45E+12,37525.85,5497.278,5192.192,3914225,18260594,9.695601,4490.536,11560.02,5.97E+22
252,2024.603,3.62E+11,3216.502,10420.21,1540.057,14056810,14837238,9.773496,8111.936,3248.554,7.83E+22
253,3014.666,1.73E+11,40116.92,11733,630.69,17867563,18550085,10.89417,5069.96,4838.272,2.24E+22
254,5802.688,6.38E+10,20817.91,3528.104,5265.528,1635139,38154388,9.015898,39.50618,9330.954,1.66E+22
255,2501.941,1.54E+12,9336.789,12006.49,58.66884,18727433,9757235,11.82641,11535.8,3991.575,3.64E+21
256,10635.01,9.78E+11,7460.497,1093.986,6688.248,158064.2,2597146,10.84586,5570.371,17089.47,9.62E+22
257,9509.167,7.72E+11,30512.09,11049.25,12965.81,15785052,52086432,9.418218,10205.76,15292.4,2.21E+22
258,4232.823,1.16E+12,8666.685,3993.047,14285.86,2086487,21185238,10.23946,13010.7,6773.581,3.11E+21
259,6426.03,1.57E+10,27027.55,1941.824,9841.698,498310.2,14747492,10.78926,1079.836,10315.89,4.39E+21
260,3416.463,5.26E+10,23989.74,10994.56,3256.121,15674533,21015372,7.554315,10442.8,5460.336,1.32E+22
261,5442.061,6.24E+11,18137.5,3035.81,8110.967,1194921,30729553,10.86812,7677.368,8726.17,5.25E+21
262,8166.387,1.01E+12,39446.82,1463.206,2229.416,288100.9,17362895,10.24254,5425.515,13115.17,1.42E+21
263,3328.059,1.07E+12,36989.77,7343.378,7025.594,7020373,51978890,4.540877,6136.627,5322.1,1.69E+19
264,6258.106,2.75E+11,18450.21,6919.459,11499.09,6192656,17289986,9.344047,5412.347,10056.69,9.76E+22
265,1250.338,8.63E+11,32567.08,6946.809,4854.847,6233909,23270962,11.12497,12852.68,2004.427,1.28E+18
266,2288.108,2.22E+11,11659.82,4348.593,7304.271,2475943,9989530,10.50242,10890.54,3663.263,9.29E+22
267,906.6144,1.36E+12,20728.57,8697.186,4781.511,9786553,8630315,12.75327,2330.865,1451.482,9.76E+21
268,3033.969,1.09E+12,20415.85,6235.718,4502.834,5065590,13418224,8.588176,10047.74,4855.552,3.22E+19
269,8859.069,1.17E+12,21041.28,10652.68,5441.535,14745829,25964576,12.03421,3015.638,14221.07,1.01E+23
270,7637.676,3.83E+10,34934.78,9244.178,1789.4,11123785,30371897,10.68271,2949.795,12285.76,7.11E+18
271,7236.862,5.93E+11,759.4518,13.67482,5837.55,297.0931,20252250,15.06216,7018.931,11611.85,3.82E+18
272,1317.515,1.10E+12,5896.92,9093.755,1378.718,10678092,9206091,10.4258,12115.23,2108.104,3.82E+21
273,10447.51,5.51E+10,35515.54,13456.02,2097.411,23424318,37988845,11.69223,5399.178,16795.72,1.88E+21
274,8331.667,8.06E+11,16529.24,7999.77,4884.181,8328674,4163136,10.87967,3924.281,13391.65,6.89E+19
275,3000.996,1.73E+11,24972.56,4293.893,8961.665,2412400,16748673,9.602484,4622.223,4803.713,2.50E+19
276,4649.312,1.93E+12,22202.8,1709.352,7861.625,389217.8,40935649,9.299917,10469.14,7447.484,1.38E+22
277,5856.264,1.78E+12,36185.64,12881.68,2757.436,21502971,32704836,12.16531,9494.652,9400.072,1.08E+20
278,2211.569,3.30E+10,10408.96,68.3741,2816.104,1155.848,3115681,10.81629,8256.792,3542.307,3.49E+22
279,6251.417,1.74E+10,29752.64,5811.798,13684.51,4396738,10638407,10.30664,10455.97,10022.14,1.03E+20
280,10420.6,3.76E+11,12240.58,7097.232,12687.14,6516079,13708234,10.17252,961.3171,16743.88,1.43E+20
281,9342.866,3.50E+10,9783.526,4403.292,1085.374,2544234,15637403,8.969888,2133.334,14998.64,1.57E+20
282,10185.07,3.05E+11,13938.17,3295.632,14520.54,1433317,13931869,9.307213,3555.556,16381.01,3.72E+21
283,2357.482,9.94E+10,31718.28,9982.619,2156.08,12894475,56071403,11.81536,11772.84,3784.22,7.52E+22
284,3839.423,3.00E+10,16663.27,13538.07,7524.279,23734589,21429620,12.53578,12813.17,6151.518,1.51E+22
285,5919.007,4.62E+10,11079.06,1764.052,3182.785,410575,21118361,11.51612,2357.202,9486.47,9.01E+18
286,6471.936,4.10E+11,19343.68,5346.855,10516.39,3691306,9651433,12.53305,6953.088,10385.01,6.76E+21
287,9735.192,2.14E+11,44003.53,10926.18,6996.259,15518004,47664784,13.52062,2739.095,15655.27,7.17E+19
288,8675.232,2.59E+11,10006.89,7316.029,1408.052,6915658,2943595,11.73994,3568.725,13927.31,2.64E+17
289,9112.558,1.11E+11,5271.489,4485.341,2478.759,2609213,13581815,10.98374,9520.99,14635.77,1.74E+17
290,467.5238,1.04E+12,10542.98,3322.981,7377.607,1433016,28969446,11.56921,3805.762,725.7409,4.92E+20
291,5743.659,1.09E+11,31182.2,1531.58,1525.39,314463.4,34171618,9.791371,2765.433,9209.997,2.71E+20
292,549.3196,1.00E+12,14563.6,7001.508,10193.71,6384716,5882998,9.986088,6531.689,846.6977,2.27E+21
293,9977.058,3.75E+10,27384.94,7808.322,4664.173,7899352,47908233,11.529,8651.854,16018.14,2.87E+22
294,10417.09,3.68E+11,19611.72,13633.8,10677.73,24106792,28484619,10.60238,4674.898,16726.6,2.10E+22
295,9784.446,2.76E+10,35604.89,8861.283,13831.18,10180658,42385361,8.583793,12220.58,15724.39,2.33E+22
296,5376.698,4.58E+11,9113.421,5606.676,2200.082,4063573,12811388,8.036169,5754.734,8622.493,1.00E+20
297,7117.968,6.82E+11,3573.891,13360.3,9211.008,23118078,3796753,11.1985,7611.524,11439.06,1.27E+23
298,7304.807,1.78E+08,37079.12,5428.904,14109.86,3812082,13844937,10.7253,2409.877,11750.09,2.49E+21
299,8301.202,1.13E+12,12463.94,11021.9,9827.031,15698798,4903717,9.182037,12971.2,13339.81,1.44E+23
300,3668.572,1.04E+11,6790.392,2734.964,7846.957,975507.4,7099767,7.969041,6176.133,5875.045,6.20E+17
301,3939.882,7.48E+11,42573.97,11787.69,5485.537,17991423,65581878,14.29667,8533.335,6307.034,1.26E+17
302,10018.17,6.79E+09,37034.44,4950.285,13713.84,3203088,23248272,11.30754,4938.273,16087.26,2.82E+22
303,743.7059,7.66E+11,27563.63,2174.296,10545.72,626225.2,28306804,10.00751,12786.83,1175.009,1.47E+21
304,3994.976,1.16E+12,16082.51,4704.138,11191.08,2902930,17863794,9.509633,1804.116,6393.431,4.18E+20
305,4139.339,8.80E+10,15993.16,5825.473,11088.41,4384600,4052283,9.958411,4898.766,6618.066,1.95E+23
306,5925.783,5.21E+11,33237.18,5647.701,586.6884,4171244,16472176,11.06978,5320.166,9521.029,3.19E+12
307,7409.481,1.55E+11,31092.85,3158.883,2508.093,1320466,33041161,10.53863,9165.434,11905.61,9.82E+21
308,2533.651,1.41E+10,17824.78,5483.603,7069.595,3908725,3440596,10.46959,1290.535,4043.413,2.25E+19
309,9348.883,5.61E+10,625.4309,2461.468,5822.882,784742.7,3751576,11.25468,8375.31,15015.92,5.13E+19
310,3502.204,1.34E+12,10766.35,3746.901,5060.188,1822065,7309020,9.278837,3463.375,5598.572,7.87E+19
311,5300.247,1.68E+12,23677.03,3828.95,1980.073,1909187,38486367,8.352327,10745.68,8518.815,6.92E+22
312,10094.53,3.17E+11,35962.27,7644.224,12232.45,7621326,16533219,10.05766,4872.429,16208.21,2.60E+23
313,6388.282,2.24E+10,18003.47,1217.059,102.6705,202092.6,16696587,7.652363,5530.865,10246.77,1.20E+22
314,6622.867,1.47E+11,20549.87,13250.9,6057.558,22794791,9811834,8.312183,11746.5,10644.2,3.87E+21
315,497.1304,7.81E+10,17869.45,12020.17,7509.612,18660279,7169487,11.55334,1448.56,760.3,2.50E+22
316,370.7484,3.71E+11,16439.9,2721.289,4356.161,981522.8,17461700,9.318435,4464.198,587.5045,9.22E+21
317,1228.877,1.61E+12,13268.07,1599.954,9093.67,338589.6,23116316,8.798208,8599.179,1952.589,4.02E+22
318,992.0483,1.10E+12,26714.83,11609.92,14505.87,17460521,30867359,13.36646,1158.848,1555.159,5.37E+22
319,504.6548,2.96E+10,12910.68,4389.617,12188.45,2529136,4787665,12.37323,3647.737,794.859,1.85E+21
320,7066.608,2.73E+11,32477.73,11090.28,6482.907,15889286,18688142,9.415769,2238.684,11352.66,6.51E+19
321,6807.709,2.56E+11,3037.807,546.9928,6160.228,44624.07,1875845,8.922196,7163.787,10937.95,1.38E+21
322,8396.346,1.07E+09,3886.606,10871.48,14549.87,15263024,14932638,5.430217,4200.824,13495.32,1.48E+23
323,3534.019,2.12E+12,13848.83,6645.963,1158.71,5709320,2898696,9.863155,11483.13,5650.411,6.24E+13
324,1953.393,2.75E+09,1965.64,3569.128,792.0293,1665315,11447137,8.903938,6044.446,3127.598,6.17E+22
325,8586.058,9.79E+11,27965.69,765.7899,12173.78,76081.2,30821032,10.25252,5781.071,13789.08,5.98E+22
326,652.3895,2.82E+10,16484.57,6796.386,8594.985,5990106,3259104,6.894509,1145.679,1036.773,1.67E+22
327,7841.69,5.25E+10,22962.25,12526.14,10780.4,20308081,35705514,8.724951,2923.457,12596.79,3.47E+19
328,6269.63,1.09E+10,938.1463,4868.236,5324.197,3100566,20266994,10.29095,3476.544,10073.97,2.73E+18
329,7880.608,4.14E+11,22336.82,1011.937,11337.75,141640.8,10682684,11.65282,9007.409,12648.63,1.90E+19
330,3965.104,7.30E+09,9694.178,5551.977,8198.97,4027775,17412903,11.13536,3423.869,6376.152,7.06E+22
331,4685.752,1.86E+12,18718.25,12047.52,1364.051,18771853,28534900,12.62948,9837.039,7533.881,4.13E+19
332,9053.778,3.24E+11,27340.26,7548.501,8756.324,7424200,41964514,8.05165,4187.655,14532.1,9.45E+18
333,5259.293,5.23E+08,38776.71,7452.777,7832.29,7246192,27039128,9.206145,1251.029,8432.418,7.47E+18
334,4790.038,1.11E+12,24615.17,1025.611,5866.884,142881.4,19496942,9.567645,1988.478,7689.397,7.99E+22
335,10678.15,5.90E+11,28546.45,5469.928,5734.879,3871357,33776179,9.896848,9705.352,17158.59,3.55E+19
336,6987.739,4.81E+11,41635.83,533.318,14461.87,37764.28,19151348,8.402941,1659.26,11214.42,9.48E+22
337,6094.745,6.33E+11,5450.183,8970.682,11000.41,10455474,7922628,9.849263,12958.03,9797.502,9.83E+22
338,8011.918,9.54E+11,44.67363,11596.25,10531.06,17462862,4737124,8.336155,6426.339,12855.98,1.75E+20
339,10276.65,6.86E+11,31048.18,13127.83,8257.639,22356521,23474772,15.63093,895.4734,16519.24,1.45E+22
340,9159.319,9.56E+11,3931.28,492.2935,8169.636,34656.17,815763.8,11.95957,2041.153,14722.17,3.58E+22
341,7952.746,2.38E+11,6835.066,13237.23,3652.135,22613451,25377976,9.956292,3963.787,12769.58,4.72E+22
342,1377.654,6.77E+11,29529.27,8232.242,13024.48,8753571,34596840,8.44124,5280.659,2177.223,1.08E+22
343,4402.878,3.71E+11,32656.43,8574.112,7128.264,9576614,24216043,13.16457,7493.006,7050.054,2.18E+22
344,1930.825,4.19E+11,33192.51,10256.11,10868.4,13604895,47360773,10.02663,9665.846,3093.038,3.33E+22
345,6868.357,6.04E+11,42931.36,9832.196,5500.204,12542602,61387160,6.28877,11496.3,11024.35,6.37E+21
346,4053.486,5.37E+09,11034.39,7206.63,14168.53,6755536,12096880,6.951848,1751.441,6514.388,2.39E+21
347,1878.521,5.46E+11,17378.04,12115.89,7333.605,18978501,13852470,10.06304,8046.092,3006.641,3.91E+21
348,2333.947,2.90E+11,37927.91,11172.33,8726.99,16225574,66311309,9.288083,9758.027,3732.382,8.29E+22
349,1785.084,6.63E+11,43110.06,10009.97,10428.39,13021182,57199092,11.11455,1435.391,2851.125,6.61E+20
350,4464.468,8.93E+11,19254.34,9462.975,528.0196,11560919,36527167,7.839687,12457.62,7171.011,5.91E+21
351,7081.041,1.01E+12,15099.69,4225.519,4986.851,2334375,10942500,9.46574,3344.857,11369.94,2.77E+20
352,10398.47,1.80E+11,39402.14,4061.422,2068.077,2132962,61704738,10.19205,9152.265,16692.04,2.67E+22
353,5396.235,6.69E+11,6075.614,7698.924,8521.649,7717110,10110528,9.416386,6413.17,8657.052,2.45E+21
354,1811.217,8.40E+11,1340.209,10064.67,2214.749,13089779,378712.8,8.571823,8427.985,2902.963,1.08E+21
355,7356.638,4.45E+10,10945.04,10133.04,3769.473,13272198,4523532,11.39912,6057.614,11819.21,1.35E+20
356,9599.328,3.59E+10,38642.69,3719.551,821.3638,1800475,59936723,7.221961,79.01236,15430.63,2.10E+21
357,1817.806,1.42E+12,39938.23,5264.806,14447.2,3624352,55057963,13.05732,9889.714,2885.684,1.78E+23
358,7183.706,1.28E+11,40742.35,3500.754,7802.956,1601289,27949302,9.138938,2370.371,11525.46,8.70E+21
359,4807.465,3.36E+11,6611.698,8341.64,10663.06,8989517,8453931,14.54684,6821.401,7723.956,6.01E+19
360,117.7502,9.45E+11,34354.02,11582.57,4180.155,17341016,38208316,6.931618,11469.96,155.5159,4.67E+20
361,10650.95,9.02E+11,22068.77,4157.145,9401.682,2274195,27552421,11.38484,11219.76,17106.75,1.64E+21
362,10379.64,3.51E+11,37257.81,82.04892,469.3507,1065.169,45867389,7.28303,3094.651,16674.76,4.43E+22
363,8086.04,1.57E+11,7371.149,6673.312,542.6868,5807106,837698.3,12.00024,329.2182,12994.22,1.27E+13
364,10481.65,3.64E+11,18628.91,6372.466,11205.75,5308123,9588751,7.890349,1198.354,16830.28,6.52E+22
365,8317.336,5.84E+11,3439.87,9859.545,6644.246,12635863,21796018,9.954698,7545.681,13374.37,6.79E+18
366,1420.926,6.30E+11,4467.363,328.1957,12056.45,14153.36,1264196,8.326608,197.5309,2246.341,1.60E+20
367,5140.024,3.96E+11,20505.2,4663.114,10589.73,2845567,41196823,8.691612,10982.72,8242.343,8.57E+21
368,10295.78,6.06E+11,12731.99,5018.659,6248.232,3293121,7095719,9.217499,5175.31,16536.52,4.75E+19
369,8619.05,6.28E+10,28769.82,6112.645,1496.055,4881983,28557779,9.163603,8059.261,13840.92,5.24E+21
370,10085.87,1.18E+12,28501.78,11719.32,4121.486,17739133,9805258,6.476618,4727.573,16190.93,2.56E+19
371,7822.484,5.03E+11,32701.1,8464.714,9709.693,9266914,43216093,10.32969,10534.98,12562.23,6.14E+21
372,9197.072,1.01E+12,31986.32,12321.01,6952.258,19661416,23203328,9.299892,4925.104,14774.01,5.48E+22
373,2958.755,3.04E+11,42752.67,12703.91,1041.372,20905226,46056036,10.91843,12549.8,4751.875,2.23E+16
374,6640.617,1.74E+11,28278.41,6632.288,10751.07,5704048,36234843,11.01531,8493.829,10661.48,4.28E+18
375,7068.676,3.83E+11,39893.55,1080.311,234.6754,157727,38795726,9.137177,5359.672,11335.38,2.82E+22
376,2395.762,7.83E+10,2591.071,10023.64,1716.064,13023598,4415900,8.87405,8954.734,3818.779,5.17E+21
377,9690.903,1.34E+10,16171.86,3924.673,14241.86,2026054,5362877,10.15686,9586.833,15568.87,3.32E+23
378,8392.649,6.11E+11,22783.55,10119.37,10252.38,13311870,35362311,6.859025,11627.99,13460.77,7.18E+18
379,3227.931,1.16E+12,27697.65,1887.125,7274.936,474532.8,23003434,11.9846,2857.614,5183.863,5.67E+17
380,244.2149,1.18E+11,32433.06,1121.335,4194.822,163834.9,58761531,10.9639,158.0247,362.8704,1.51E+20
381,2507.785,7.28E+10,17020.65,3623.827,13977.85,1725650,6052662,8.648382,4082.305,4026.134,1.50E+22
382,9308.849,1.27E+11,43690.81,10584.31,12848.48,14539468,56870478,10.83693,9428.808,14964.09,1.60E+23
383,6783.788,7.19E+10,14697.63,10297.14,11059.08,13706461,29947061,11.14065,8862.553,10886.11,2.03E+21
384,8689.257,9.37E+11,36409.01,1859.776,3842.809,455669.3,48891893,7.786306,5451.853,13944.59,1.17E+22
385,818.3047,9.95E+10,43154.73,7575.85,6585.577,7451144,59921365,10.50986,2515.227,1278.686,2.26E+18
386,5615.427,8.52E+11,19701.07,6974.158,10927.07,6291910,13828959,13.78401,11851.85,9002.643,2.85E+21
387,4837.284,1.56E+11,7192.455,7179.28,4561.502,6716968,11174197,9.300194,7756.38,7758.515,1.13E+21
388,2900.082,7.13E+10,36632.38,2516.167,3080.114,829085.1,25069095,11.37805,9547.327,4648.197,1.60E+17
389,3454.065,4.25E+11,21532.69,355.5453,7641.616,16790.13,12789152,11.12803,12365.43,5546.734,3.88E+21
390,6794.573,4.07E+11,8577.338,7165.606,7876.292,6678298,7279257,14.24539,1224.692,10920.67,3.54E+22
391,6211.776,1.22E+12,2680.418,11268.05,10032.37,16421740,746726.3,7.471334,5372.841,9970.297,1.53E+21
392,6144.09,3.12E+11,10498.3,10037.32,1745.398,13053315,28058206,11.26649,3950.618,9866.62,6.31E+19
393,9548.6,8.72E+11,31137.52,9271.528,7597.615,11150059,34323882,11.23586,6676.545,15344.24,1.83E+18
394,1761.797,2.09E+11,5852.246,12909.03,8008.297,21568887,20982397,10.45701,9125.928,2799.286,1.03E+20
395,7653.924,2.61E+11,39312.8,7616.875,6336.235,7567540,20783679,12.41654,6887.244,12303.04,4.64E+21
396,3765.401,1.06E+11,30422.74,12731.26,10076.37,21009960,14669477,9.760963,3832.1,6030.561,2.07E+23
397,9902.349,8.22E+11,7817.886,11008.23,7993.63,15740896,3847869,8.215483,4701.236,15914.46,3.48E+22
398,4609.192,1.12E+12,2903.786,6892.109,14417.87,6142107,6693527,7.653161,2712.758,7378.365,9.78E+19
399,10714.43,1.51E+12,16975.98,12033.84,8902.997,18729540,5204149,11.51799,13023.87,17210.43,8.91E+22
400,958.3114,1.28E+12,28948.51,2078.573,10736.4,579284.5,25356371,8.737534,6781.894,1520.6,9.12E+21
401,2974.666,6.96E+09,30914.15,2940.086,12012.45,1138838,27574879,8.029151,7124.281,4769.154,7.53E+21
402,8290.294,7.52E+11,18316.19,8273.266,11381.76,8863032,22793501,9.521404,12141.57,13305.25,2.01E+21
403,8082.134,5.29E+09,33728.59,10939.86,13097.82,15486123,13368148,12.90435,829.6298,12976.94,2.52E+22
404,8150.374,2.05E+11,35381.52,3350.331,10149.71,1462672,30523820,14.64577,4016.462,13080.62,8.01E+22
405,4331.469,1.33E+11,39268.12,8533.088,12071.11,9404044,17286392,10.28086,1593.416,6963.656,6.22E+22
406,5280.836,5.78E+08,26402.12,8492.063,1730.731,9375907,32142196,9.298946,500.4116,8466.977,3.33E+20
407,4431.983,8.27E+10,38195.96,13346.62,13669.84,23086405,52998582,12.44717,6123.458,7101.893,2.90E+21
408,7913.99,4.26E+10,33951.96,8833.934,9621.69,10118014,14323702,9.025958,4964.61,12717.74,1.17E+23
409,10199.59,8.89E+11,1072.167,4936.61,10457.72,3185582,4985452,9.93474,11351.44,16398.29,6.72E+21
410,8344.85,1.86E+12,25955.38,6044.27,11513.76,4761532,26090372,10.20727,8309.467,13408.93,2.85E+22
411,1839.872,1.78E+08,17735.43,13387.65,11396.42,23217517,5407160,9.249438,65.84363,2954.802,6.25E+22
412,9837.006,3.47E+11,29395.25,6139.994,762.6949,4876815,17539004,9.068779,4595.886,15810.78,1.42E+22
413,9795.796,5.47E+10,21890.08,9011.706,6468.24,10513276,14494340,7.315128,5346.503,15741.66,1.74E+20
414,7043.788,6.20E+09,9202.768,4922.935,8932.331,3148829,11553148,9.008115,8744.035,11300.82,1.33E+21
415,284.1946,1.81E+12,14608.28,191.4475,11308.42,6506.54,19934966,9.733084,11272.43,449.2682,5.13E+22
416,8508.422,7.33E+11,16886.63,1586.279,8506.982,326680.1,3054074,10.82617,4148.149,13668.12,2.71E+19
417,3894.673,1.67E+12,30780.13,7904.046,3388.126,8114989,36621028,11.65197,10706.17,6255.195,4.90E+18
418,1455.863,1.79E+10,21800.73,10734.73,12555.13,14917596,25498251,7.909045,6834.569,2332.738,2.19E+21
419,4150.348,6.64E+11,178.6945,11486.85,1026.705,17049901,9307836,9.952588,7203.294,6652.625,5.61E+22
420,4146.081,2.83E+11,28189.06,13018.43,2610.763,21978681,8095973,8.904213,6860.907,6635.345,2.69E+22
421,4248.291,6.75E+11,5360.836,11924.44,322.6786,18385312,1742747,12.35406,1646.091,6825.42,3.70E+21
422,5311.327,8.01E+09,40027.58,13114.15,10472.39,22274644,69709677,9.792657,2989.301,8536.095,8.11E+22
423,206.7007,5.07E+11,23498.33,10693.71,8418.979,14846083,27845250,10.29017,10495.48,311.0318,8.33E+22
424,9555.275,4.44E+10,40250.94,3022.135,1290.714,1202081,59985932,11.13141,11377.78,15361.51,2.21E+22
425,694.9581,1.17E+12,18360.86,3240.932,3989.481,1390042,18807119,8.060197,3581.894,1088.611,1.79E+21
426,8759.143,3.15E+11,1429.556,4827.211,11587.1,3033060,3924241,8.298464,5794.24,14065.55,6.95E+21
427,7367.752,1.32E+11,27072.22,6536.564,6042.891,5555592,22037701,11.57505,10864.2,11836.49,8.71E+22
428,6511.226,6.88E+09,15546.42,7056.207,8536.316,6498264,16262116,6.6377,1277.367,10436.84,9.26E+17
429,6008.457,5.59E+10,31360.89,6071.62,14608.54,4758307,11136071,8.133758,3318.519,9641.986,2.47E+22
430,3700.076,78588626,15501.75,12362.04,1276.047,19837899,7349095,8.991839,1580.247,5926.884,8.04E+18
431,1558.139,4.98E+10,41010.4,9353.577,13171.15,11299033,64618207,11.01654,7624.693,2505.534,1.25E+21
432,9178.83,9.55E+10,18852.27,2981.111,14652.54,1160782,38807736,9.676329,1856.79,14739.45,6.19E+21
433,3410.688,1.38E+12,16127.18,7521.151,7656.284,7308176,4953766,10.06086,6070.783,5477.616,1.45E+21
434,4867.322,1.54E+10,8845.379,12238.96,9431.016,19358802,28245769,9.701698,10376.96,7810.354,1.98E+23
435,8814.493,1.14E+12,25329.95,12785.96,4825.512,21121882,38418651,10.23542,8441.154,14151.95,1.89E+18
436,195.2687,3.76E+10,30556.77,13305.6,8741.657,22905441,41174578,8.593686,1514.404,293.7523,1.64E+23
437,3042.176,9.71E+11,28099.72,4512.691,3960.147,2639138,26654688,11.50369,6400.001,4890.111,5.83E+20
438,4850.56,5.98E+11,41323.11,8874.958,3212.119,10246496,46617929,8.912781,10297.94,7775.795,5.60E+17
439,5086.278,6.96E+11,18673.58,4457.991,1584.059,2602821,28651686,14.73968,4095.474,8155.945,2.27E+19
440,5672.209,1.22E+12,13044.7,9804.846,2038.742,12407100,26626326,9.965745,9020.578,9123.599,3.60E+22
441,6847.149,1.69E+12,34756.09,2187.971,2346.754,628267.5,62088514,7.072436,7822.224,10989.79,5.75E+21
442,1984.057,7.98E+11,21711.39,1695.678,12760.47,382445.3,39425043,10.57684,4121.812,3179.436,8.30E+22
443,1628.61,7.99E+11,32031,984.587,2933.442,132199.6,14338221,7.188854,2106.996,2591.932,4.54E+22
444,3394.549,7.80E+11,13000.03,6454.515,2185.414,5402419,18581911,8.432957,2120.165,5443.056,2.09E+21
445,10334.47,5.03E+11,25463.97,11992.82,10765.73,18633500,31616927,9.072056,8809.878,16605.64,8.25E+22
446,9290.683,4.61E+10,26625.49,2926.411,616.0228,1133113,48368910,9.206992,1461.729,14929.53,1.54E+20
447,9022.55,2.35E+11,21666.71,9039.056,14227.19,10609554,13696972,7.197007,7229.631,14497.54,8.97E+21
448,10150.4,8.21E+11,38732.04,11281.73,5705.545,16489288,64721484,9.518241,645.2676,16311.89,2.28E+17
449,847.5011,9.12E+09,3350.522,287.1712,2801.437,10691.02,506645.8,8.312698,368.7244,1347.804,6.18E+20
450,5291.043,3.93E+11,33058.49,3104.184,3886.811,1254215,14750038,8.820264,5386.009,8501.536,5.96E+21
451,2326.991,5.36E+11,15859.14,4840.886,10105.71,3061021,8172878,7.158638,539.9178,3715.102,1.75E+23
452,3714.064,1.02E+12,12419.27,9668.098,7905.626,12138292,4952112,9.349613,9639.508,5961.443,1.58E+20
453,2628.948,9.52E+10,8711.358,3815.275,11807.1,1892125,7143665,6.669846,3384.363,4216.209,1.16E+23
454,501.4898,3.15E+11,36855.75,3610.152,9577.688,1716844,44487714,9.105024,10758.85,777.5795,1.62E+21
455,3067.067,3.87E+10,18807.6,11691.97,14124.52,17714165,14794753,11.48076,632.0989,4924.67,1.28E+23
456,4302.288,7.53E+11,38240.63,8245.916,2962.776,8808689,23287251,13.69898,4279.836,6911.818,5.90E+21
457,2030.348,3.37E+10,9962.22,2858.037,10633.73,1071722,26984476,11.40694,1632.922,3231.275,1.25E+20
458,6565.706,3.13E+11,5807.572,6208.368,9548.354,4986411,12745492,8.123694,2673.252,10557.8,5.34E+22
459,7763.162,4.48E+11,15725.12,4266.544,9475.018,2372731,16552304,9.973987,12102.06,12458.55,7.39E+22
460,6736.126,8.56E+10,37838.57,11309.08,10707.06,16621602,32849507,9.806866,8546.504,10799.72,1.80E+22
461,6119.564,1.45E+11,7728.539,12676.56,5617.541,20774539,19728234,10.48405,6755.557,9832.061,5.70E+20
462,4956.095,5.36E+11,24302.46,8656.161,9973.703,9678906,25090506,11.36935,1211.523,7948.59,1.17E+22
463,9521.483,6.64E+11,35828.25,4170.82,12936.48,2245352,61587218,8.2714,7967.08,15309.68,1.12E+21
464,5213.802,5.57E+11,2457.05,1394.832,3681.47,255735.1,11323708,11.35328,5083.129,8380.579,2.23E+19
465,5798.891,8.21E+11,4199.322,9873.22,5764.214,12597546,5158775,11.59786,566.2553,9313.674,9.26E+19
466,6542.243,1.63E+10,15278.38,2707.614,3270.788,962853.2,20514562,6.599324,987.6545,10523.24,2.11E+21
467,6371.534,5.75E+10,40563.66,2830.688,2728.101,1034889,38436780,12.9918,9204.94,10212.21,2.42E+18
468,5830.311,1.91E+12,43869.51,6728.011,9387.015,5900189,73051061,11.1376,8967.903,9365.513,3.56E+22
469,3596.275,4.58E+11,28367.76,6604.938,4414.83,5661701,24203519,11.39544,513.5803,5771.368,3.29E+21
